region_code,region_label,region_key,year,source_metric,metric_value_total_thsd_t,metric_name_en,metric_code,metric_value_hazardous_thsd_t,metric_source_note
6100000000,Ternopil,ternopil,2016,recovery waste,83.1,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2016,disposal waste on landfills,105.3,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2016,generated_proxy,502.3,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2016,incineration waste,53.6,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2016,recovery waste,343.4,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2016,disposal waste on landfills,496.2,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2016,generated_proxy,654.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2016,incineration waste,39.5,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2016,recovery waste,118.7,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2016,disposal waste on landfills,142.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2016,generated_proxy,149.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2016,incineration waste,7.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2016,recovery waste,0.3,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2016,disposal waste on landfills,1790.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2016,generated_proxy,4757.9,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2016,incineration waste,79.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2016,recovery waste,2887.8,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2016,disposal waste on landfills,140.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2016,generated_proxy,259.6,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2016,incineration waste,42.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2016,recovery waste,76.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2017,disposal waste on landfills,267.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2017,generated_proxy,1046.5,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2017,incineration waste,11.7,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2017,recovery waste,766.9,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2017,disposal waste on landfills,289.1,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2017,generated_proxy,431.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2017,incineration waste,11.7,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2017,recovery waste,130.6,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2017,disposal waste on landfills,212.2,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2017,generated_proxy,346.9,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2017,incineration waste,22.9,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2017,recovery waste,111.8,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2017,disposal waste on landfills,106038.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2017,generated_proxy,189877.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2017,incineration waste,36.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2017,recovery waste,83802.1,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2017,disposal waste on landfills,15590.7,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2017,generated_proxy,20990.2,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2017,incineration waste,4.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2017,recovery waste,5395.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2017,disposal waste on landfills,887.0,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2017,generated_proxy,1653.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2017,incineration waste,114.8,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2017,recovery waste,651.6,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2017,disposal waste on landfills,769.2,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2017,generated_proxy,960.6,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2017,incineration waste,69.9,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2017,recovery waste,121.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2017,disposal waste on landfills,65.8,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2017,generated_proxy,122.5,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2017,incineration waste,25.6,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2017,recovery waste,31.1,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2017,disposal waste on landfills,228.6,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2017,generated_proxy,638.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2017,incineration waste,12.4,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2017,recovery waste,397.0,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2017,disposal waste on landfills,35842.7,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2017,generated_proxy,37342.2,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2017,incineration waste,28.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2017,recovery waste,1471.4,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2017,disposal waste on landfills,557.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2017,generated_proxy,680.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2017,incineration waste,33.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2017,recovery waste,90.3,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2017,disposal waste on landfills,1085.1,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2017,generated_proxy,1734.3,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2017,incineration waste,46.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2017,recovery waste,603.0,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2017,disposal waste on landfills,1982.1,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2017,generated_proxy,2078.9,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2017,incineration waste,35.5,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2017,recovery waste,61.3,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2017,disposal waste on landfills,561.3,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2017,generated_proxy,600.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2017,incineration waste,28.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2017,recovery waste,10.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5300000000,Poltava,poltava,2017,disposal waste on landfills,423.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5300000000,Poltava,poltava,2017,generated_proxy,3246.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5300000000,Poltava,poltava,2017,incineration waste,42.4,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5300000000,Poltava,poltava,2017,recovery waste,2780.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5600000000,Rivne,rivne,2017,disposal waste on landfills,177.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5600000000,Rivne,rivne,2017,generated_proxy,286.20000000000005,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5600000000,Rivne,rivne,2017,incineration waste,84.7,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5600000000,Rivne,rivne,2017,recovery waste,23.6,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6100000000,Ternopil,ternopil,2017,disposal waste on landfills,29.2,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6100000000,Ternopil,ternopil,2017,generated_proxy,131.2,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6100000000,Ternopil,ternopil,2017,incineration waste,3.3,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6100000000,Ternopil,ternopil,2017,recovery waste,98.7,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2017,disposal waste on landfills,152.0,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2017,generated_proxy,562.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2017,incineration waste,59.9,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
500000000,Vinnytsya,vinnytsia,2017,recovery waste,350.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2017,disposal waste on landfills,498.4,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2017,generated_proxy,630.7,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2017,incineration waste,20.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
700000000,Volyn,volyn,2017,recovery waste,112.2,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2017,disposal waste on landfills,163.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2017,generated_proxy,170.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2017,incineration waste,6.3,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2100000000,Zakarpattya,zakarpattia,2017,recovery waste,0.2,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2017,disposal waste on landfills,1946.6,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2017,generated_proxy,4709.299999999999,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2017,incineration waste,57.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2300000000,Zaporizhzhya,zaporizhzhia,2017,recovery waste,2705.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2017,disposal waste on landfills,169.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2017,generated_proxy,289.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2017,incineration waste,37.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1800000000,Zhytomyr,zhytomyr,2017,recovery waste,82.8,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2018,disposal waste on landfills,281.8,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2018,generated_proxy,1085.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2018,incineration waste,16.7,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7100000000,Cherkasy,cherkasy,2018,recovery waste,787.3,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2018,disposal waste on landfills,291.4,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2018,generated_proxy,415.2,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2018,incineration waste,14.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7400000000,Chernihiv,chernihiv,2018,recovery waste,109.8,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2018,disposal waste on landfills,216.3,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2018,generated_proxy,315.7,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2018,incineration waste,8.3,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
7300000000,Chernivtsi,chernivtsi,2018,recovery waste,91.1,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2018,disposal waste on landfills,104550.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2018,generated_proxy,189632.90000000002,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2018,incineration waste,26.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1200000000,Dnipropetrovsk,dnipropetrovsk,2018,recovery waste,85056.3,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2018,disposal waste on landfills,15043.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2018,generated_proxy,21718.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2018,incineration waste,3.9,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
1400000000,Donetsk,donetsk,2018,recovery waste,6671.4,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2018,disposal waste on landfills,1005.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2018,generated_proxy,1680.8,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2018,incineration waste,122.3,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
2600000000,Ivano-Frankivsk,ivano_frankivsk,2018,recovery waste,553.0,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2018,disposal waste on landfills,861.8,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2018,generated_proxy,1216.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2018,incineration waste,69.2,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6300000000,Kharkiv,kharkiv,2018,recovery waste,285.0,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2018,disposal waste on landfills,68.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2018,generated_proxy,126.2,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2018,incineration waste,23.9,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6500000000,Kherson,kherson,2018,recovery waste,33.4,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2018,disposal waste on landfills,264.5,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2018,generated_proxy,775.5,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2018,incineration waste,10.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
6800000000,Khmelnytskiy,khmelnytskyi,2018,recovery waste,500.9,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2018,disposal waste on landfills,35743.6,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2018,generated_proxy,37624.7,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2018,incineration waste,26.5,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
3500000000,Kirovohrad,kirovohrad,2018,recovery waste,1854.6,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2018,disposal waste on landfills,479.4,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2018,generated_proxy,555.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2018,incineration waste,30.1,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4400000000,Luhansk,luhansk,2018,recovery waste,45.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2018,disposal waste on landfills,1188.9,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2018,generated_proxy,1589.4,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2018,incineration waste,46.0,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4600000000,Lviv,lviv,2018,recovery waste,354.5,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2018,disposal waste on landfills,2005.2,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2018,generated_proxy,2095.0,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2018,incineration waste,28.6,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
4800000000,Mykolayiv,mykolaiv,2018,recovery waste,61.2,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2018,disposal waste on landfills,524.7,disposal_on_landfills,disposal_on_landfills,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2018,generated_proxy,588.5,generated,generated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2018,incineration waste,54.6,incinerated,incinerated,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
5100000000,Odesa,odesa,2018,recovery waste,9.2,recovery,recovery,,generated is proxied as recovery + incinerated + disposal because the current official regional file exposes waste-management outcomes.
