Post_ID,Post_Name,Post_Code,Riverbas_Name,WaterLab_Name,Latitude,Longitude,Controle_Date,Azot,BSK5,Zavisli,Kisen,Sulfat,Hlorid,Amoniy,Nitrat,Nitrit,Fosfat,SPAR,Permanganat,HSK,Fitoplan,Atrazin,Simazin,source_file
38570,"р. Дніпро, 0 км, Питний в/з КП ""Біленьке"" Біленьківської ТГ Запорізького р-ну",UA_M5.1.3_0002_08,Дніпро,Лабораторія моніторингу вод Східного регіону,47.62045,35.05102,2026-02-04,,2.3,13.5,9.2,49.79,35.5,0.2059999999999999,1.43,0.05,0.4259999999999999,,,25.0,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38576,"р. Інгулець, 0 км, с. Мар'янівка, с. Мар'янівка (вплив хвостосховища ЦГЗКа",UA_M5.1.3_0744_03,Дніпро,Лабораторія моніторингу вод Південного регіону ,48.001944,33.297055,2026-02-11,,3.45,5.0,11.25,148.96,47.86,0.28,1.85,0.03,0.19,,,29.0,,,,2026-02-01_2026-02-28_output.csv
38578,"р. Інгулець, 0 км, с. Кудашівка, с. Кудашівка (вплив приток Боковенька та Бокова)",UA_M5.1.3_0744_04,Дніпро,Лабораторія моніторингу вод Південного регіону ,47.945917,33.153444,2026-02-11,,3.33,5.0,10.98,173.04,53.18,0.33,1.76,0.03,0.3599999999999999,,,29.2,,,,2026-02-01_2026-02-28_output.csv
38580,"р. Інгулець, 0 км, м.Кривий Ріг, м.Кривий Ріг, вул. Переслівська",UA_M5.1.3_0746_05,Дніпро,Лабораторія моніторингу вод Південного регіону ,47.831994,33.340114,2026-02-18,,2.07,5.0,8.71,432.07,397.07,0.27,2.21,0.03,0.3499999999999999,,,28.4,,,,2026-02-01_2026-02-28_output.csv
38582,"р. Інгулець, 0 км, м.Кривий Ріг, м.Кривий Ріг, вул. Суботня, південна околиця міста",UA_M5.1.3_0746_06,Дніпро,Лабораторія моніторингу вод Південного регіону ,47.792664,33.248686,2026-02-18,,2.1,5.0,8.66,480.63,545.98,0.34,3.86,0.04,0.32,,,28.7,,,,2026-02-01_2026-02-28_output.csv
38584,"р. Інгулець, 0 км, с.Латівка, с.Латівка, міст",UA_M5.1.3_0746_07,Дніпро,Лабораторія моніторингу вод Південного регіону ,47.770522,33.256189,2026-02-18,,3.27,5.0,9.32,480.22,588.52,0.34,5.01,0.04,0.3499999999999999,,,30.5,,,,2026-02-01_2026-02-28_output.csv
38586,"р. Інгулець, 0 км, м. Інгулець",UA_M5.1.3_0746_08,Дніпро,Лабораторія моніторингу вод Південного регіону ,47.729492,33.245658,2026-02-18,,4.23,5.0,9.7,528.37,631.06,0.4099999999999999,4.11,0.05,0.34,,,31.2,,,,2026-02-01_2026-02-28_output.csv
38590,"р. Саксагань, 0 км, м.Кривий Ріг, м.Кривий Ріг, Дніпропетровська обл.",UA_M5.1.3_0849_01,Дніпро,Лабораторія моніторингу вод Південного регіону ,48.031211,33.502018,2026-02-11,,3.81,6.2,11.94,1719.25,726.7899999999998,0.4099999999999999,0.6999999999999998,0.03,0.07,,,28.7,,,,2026-02-01_2026-02-28_output.csv
38594,"р. Хомора, 0,5 км, с. Понінка, 500 м вище випуску стічних вод ТОВ «Понінківська картонно-паперова фабрика - Україна»",UA_M5.1.4_0573_02,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.192067,27.57375,2026-02-03,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38596,"р. Хомора, 0,5 км, с. Понінка, 500 м нижче випуску стічних вод ТОВ «Понінківська картонно-паперова фабрика - Україна»",UA_M5.1.4_0573_03,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.190667,27.587278,2026-02-03,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38598,"р. Снов, 0 км, с. Снов’янка, с. Снов’янка",UA_M5.1.5_0192_02,Дніпро,Лабораторія моніторингу вод  Північного регіону,51.558361,31.548667,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38600,"р. Десна, 0 км, с. Мале Устя",UA_M5.1.5_0001_06,Дніпро,Лабораторія моніторингу вод  Північного регіону,51.451972,32.52261,2026-02-10,,2.0,12.6,7.7,36.85,14.83,0.68,2.14,0.054,0.57,,,28.0,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38608,"р. Чечва, 20 км, с.Нижній Струтинь,  Чечвинське вдсх., господарсько-побутовий водозабір ТОВ ""Карпатнафтохім"" та м. Калуш",UA_M5.2_0347_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.942556,24.110944,2026-02-11,0.51,1.5,14.0,12.8,88.0,21.0,0.14,1.1,0.01,0.015,0.1,,13.0,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38610,"р. Дністер, 13 км, м. Бурштин",UA_M5.2_0376_02,Дністер,Лабораторія моніторингу вод Західного регіону,49.202306,24.675056,2026-02-12,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38614,"р.Прутець-Яблуницький , 10 км, с.Поляниця, скид зворотних вод готельно-відпочинкових комплексів с.Поляниця",UA_M5.3.2_0010_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.348222,24.465306,2026-02-19,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38622,"р. Яричівка, 13 км, с. Великі Підліски, вплив стоків смт. Новий Яричів ",UA_A6.6.1_0033_01,Вісла,Лабораторія моніторингу вод Західного регіону,49.905633,24.340325,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38624,"р. Рата, 59 км, м. Рава-Руська, вплив стоків м. Рава-Руська",UA_A6.6.1_0065_01,Вісла,Лабораторія моніторингу вод Західного регіону,50.239833,23.672186,2026-02-03,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38646,"Березанський лиман, 0 км, в межах с. Лимани",UA_M5.8_0222_01,Річки Причорномор'я,Лабораторія моніторингу вод Південного регіону ,46.69,31.476389,2026-02-24,,,,6.28,,,,,,,,,,,,,2026-02-01_2026-02-28_output.csv
38703,"р.Гуйва, 0 км, с. Пряжів",UA_M5.1.2_0102_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.192902,28.658059,2026-02-17,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38705,"р.Мика, 0 км, с. Кичкирі",UA_M5.1.2_0163_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.435197,29.175275,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38707,"р. Здвиж, 0 км, с. Юрів",UA_M5.1.2_0255_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.419833,29.728264,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38795,"р. Смотрич, 165 км, с. Гвардійське Хмельницького району, вплив ДУ ""Райківецька виправна колонія(№78)""",UA_M5.2_0783_01,Дністер,Лабораторія моніторингу вод Західного регіону,49.344583,26.678861,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38797,"р. Смотрич, 81 км, с-ще Смотрич Кам'янець-Подільського району",UA_M5.2_0786_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.948222,26.566361,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38799,"р. Мукша, 29 км, с. Гуменці Кам'янець-Подільського району, територія Національного природного парку ""Подільські Товтри"", вплив скидуАТ ""Подільський цемент""",UA_M5.2_0825_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.746083,26.632222,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38801,"р. Жван, 0 км, с. Бернашівка",UA_M5.2_0915_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.596819,27.486788,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38807,"р. Лядова, 0 км, с. Лядова",UA_M5.2_0950_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.490365,27.603834,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38811,"р. Дерла, 0 км, м. Могилів-Подільський",UA_M5.2_0970_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.437191,27.802256,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38813,"р. Репинка, 0 км, Закарпатська обл.,Хустський район с.Сойми, автодорожній міст",UA_M5.3.1_0170_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.572817,23.460829,2026-02-13,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38815,"р. Іршава, 0 км, Закарпатська обл., Хустський район с.Заріччя, автодорожній міст",UA_M5.3.1_0253_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.280277,22.98833,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38817,"р. Прут, 849 км, с. Корнич, вплив скидів стічних вод КП ""Коломияводоканал""",UA_M5.3.2_0006_02,Дунай,Лабораторія моніторингу вод Західного регіону,48.498639,25.109361,2026-02-17,1.8,1.5,9.0,13.0,125.0,91.0,0.63,4.2,0.031,0.092,,,13.0,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38821,"р. Пістинька, 1 км, с. Нижній Вербіж, антропогенне навантаження",UA_M5.3.2_0038_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.496917,25.029528,2026-02-19,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38843,"Возсіятське водосховище, 0 км, у  межах села Возсіятське",UA_M5.4_1066_01,Південний Буг,Лабораторія моніторингу вод Південного регіону ,47.679828,32.108165,2026-02-10,,,,5.84,,,,,,,,,,,,,2026-02-01_2026-02-28_output.csv
38846,"р. Сосик, 0 км, в межах селища Березанка",UA_M5.8_0176_01,Річки Причорномор'я,Лабораторія моніторингу вод Південного регіону ,46.856678,31.380147,2026-02-18,,,,7.28,,,,,,,,,,,,,2026-02-01_2026-02-28_output.csv
38848,"р. Березань, 0 км, в межах села Данилівка",UA_M5.8_0186_01,Річки Причорномор'я,Лабораторія моніторингу вод Південного регіону ,47.002133,31.517877,2026-02-18,,,,7.2,,,,,,,,,,,,,2026-02-01_2026-02-28_output.csv
38850,"р. Думна, 29 км, с. Ременів, вплив стічних вод котеджного містечка с. Ременів",UA_A6.6.1_0036_01,Вісла,Лабораторія моніторингу вод Західного регіону,49.955433,24.20955,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38856,"р. Мерефа, 0 км, м. Мерефа, міст через річку",UA_M6.5.1_0118_01,Дон,Лабораторія моніторингу вод Східного регіону,49.804326,36.050461,2026-02-09,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38874,"р. Бреч, 0 км, с. Шкробово",UA_M5.1.4_0219_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,51.78437,32.06718,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38882,"р. Лімниця, 68 км, с.Перегінськ",UA_M5.2_0324_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.815583,24.204306,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38884,"р. Ворона, 55 км, за межами с. Волосі",UA_M5.2_0432_01,Дністер,Лабораторія моніторингу вод Західного регіону,48.706475,24.711395,2026-02-10,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38858,"р. Середня Балаклійка, 0 км, м. Балаклія, гирло (референційні умови)",UA_M6.5.1_0132_01,Дон,Лабораторія моніторингу вод Східного регіону,49.47912,36.847306,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38860,"потік Зелений, 2 км, с. Годині, питний водозабір м. Мостиська",UA_A6.6.2_0043_01,Вісла,Лабораторія моніторингу вод Західного регіону,49.818272,23.12005,2026-02-02,0.97,2.1,13.0,9.0,61.0,27.0,0.26,2.4,0.024,,0.0,,18.0,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38864,"р. Клевень, 10 км, нижче  с. Яцине, а/д міст",UA_M5.1.5_0120_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,51.423342,33.74402,2026-02-17,,1.8,,9.12,,17.8,0.19,0.3599999999999999,0.02,0.12,,,21.4,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38870,"р. Боржава, 102 км, вище с. Березники, Берегівський район, референційні умови",UA_M5.3.1_0219_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.580964,23.246269,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38872,"р. Оріль, 0 км, с. Клешнівка Дніпровського р-ну",UA_M5.1.3_0017_03,Дніпро,Лабораторія моніторингу вод Східного регіону,48.704399,34.568686,2026-02-23,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38877,"р. Либуховка, 0 км, с.Лібухова, Самбірський район, Львівська область, міст навпроти гостьового будинку Chalet de Bella",UA_M5.2_0038_01,Дністер,Лабораторія моніторингу вод Західного регіону,49.461332,22.782765,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38892,"р.Біла, 1 км, с. Біла",UA_M5.2_0641_01,Дністер,Лабораторія моніторингу вод Західного регіону,49.040404,25.763142,2026-02-03,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38902,"р.Біла Тиса, 0 км,  м.Рахів  , гирло, Закарпатська обл.,",UA_M5.3.1_0002_01 ,Дунай,Лабораторія моніторингу вод Західного регіону,48.073544,24.252271,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38904,"р. Чорна Тиса, 0 км,  м.Рахів  , гирло, Закарпатська обл.",UA_M5.3.1_0006_01 ,Дунай,Лабораторія моніторингу вод Західного регіону,48.077392,24.241976,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38906,"р.Білий, 0 км, с.Ділове  , гирло, Закарпатська обл., Рахівський район",UA_M5.3.1_0047_01,Дунай,Лабораторія моніторингу вод Західного регіону,47.936808,24.17868,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38908,"р.Косівська, 0 км,  с.Луг , гирло, Закарпатська обл., Рахівський район",UA_M5.3.1_0051_01,Дунай,Лабораторія моніторингу вод Західного регіону,47.954236,24.057636,2026-02-11,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38910,"р.Сокирниця , 0 км, с.Сокирниця , гирло, Закарпатська обл., Хустський район",UA_M5.3.1_0133_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.125728,23.362302,2026-02-13,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38914,"р. Батар, 0 км, с.Пийтерфолво, Закарпатська обл., Берегівський район",UA_M5.3.1_0204_01 ,Дунай,Лабораторія моніторингу вод Західного регіону,48.045487,22.931661,2026-02-13,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38916,"р. Матекова (Синявка), 0 км, с.Чинадійово, Закарпатська обл., Мукачівський район",UA_M5.3.1_0330_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.499059,22.841391,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38918,"Бобовищанське водосховище , 0 км, с.Бобовище , Закарпатська обл., Мукачівський район",UA_M5.3.1_0368_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.527737,22.651262,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38950,"р. Бабка, 0 км, с. Кицівка, гирло",UA_M6.5.1_0051_01,Дон,Лабораторія моніторингу вод Східного регіону,49.871245,36.809228,2026-02-09,,,,,,,,,,,0.0,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38920,"р.Полуй, 0 км, с.Чопівці, Закарпатська обл., Мукачівський район",UA_M5.3.1_0370_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.469012,22.611226,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38928,"р. Лючка, 18 км,  с. Яблунів, за межами с. Яблунів",UA_M5.3.2_0043_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.403781,24.955625,2026-02-19,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38930,"р. Млинівка (Коломийка), 10 км,  м. Коломия, м. Коломия, вул Й. Сліпого",UA_M5.3.2_0055_02,Дунай,Лабораторія моніторингу вод Західного регіону,48.524307,25.035542,2026-02-17,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38936,"р. Виженка, 0,7 км,  м. Вижниця, антропогенний вплив баз відпочинку",UA_M5.3.2_0145_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.241066,25.17601,2026-02-09,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38938,"р. Невільниця, 0 км,  с. Валя Кузьміна, 0,23 км, антропогенний вплив Чернівецька Птахофабрика",UA_M5.3.2_0185_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.211126,25.99104,2026-02-04,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38944,"р. Південний Буг, 52 км,  м. Нова Одеса, 52,7 км. від гирла (місця впадіння в Бузький лиман)",UA_M5.4_0029_04,Південний Буг,Лабораторія моніторингу вод Південного регіону ,47.29315,31.766911,2026-02-09,,2.06,5.2,7.26,102.4,72.31999999999998,0.109,6.12,0.024,0.559,0.051,5.86,30.96,,,,2026-02-01_2026-02-28_output.csv
38963,"Денишівське водосховище, 274 км, питний в/з м. Житомир",UA_M5.1.2_0016_01,Дніпро,Лабораторія моніторингу вод  Північного регіону,50.198375,28.375433,2026-02-17,1.22,3.28,5.3,13.6,54.0,31.0,0.2099999999999999,4.56,0.024,0.077,,,31.72,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38965,"р. Чорний Черемош, 18 км, селище Верховина, вплив стічних вод Верховинського ВКП",UA_M5.3.2_0088_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.157,24.840058,2026-02-19,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
38966,"р. Білий Черемош, 1 км, с. Шпетки, комунальні скиди",UA_M5.3.2_0105_01,Дунай,Лабораторія моніторингу вод Західного регіону,48.118778,24.990417,2026-02-09,,,,,,,,,,,,,,,0.0,0.0,2026-02-01_2026-02-28_output.csv
