city,pollutant_name_uk,q_avg_mg_m3,q_avg_gdk_ratio,q_max_mg_m3,q_max_gdk_ratio,observation_month,observation_month_label,observation_year,observation_month_num,pollutant_key,source_file,source_sheet,source_title
Хмельницький,Амiак,0.010002777777777779,0.25006944444444446,0.0235,0.1175,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Дiоксид азоту,0.036562037037037066,0.9140509259259266,0.2064,1.032,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Дiоксид сiрки,0.018937037037037033,0.37874074074074066,0.0246,0.0492,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Завислі речовини,0.07471296296296298,0.49808641975308654,0.17,0.34,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Оксид азоту,0.03296527777777779,0.5494212962962964,0.1342,0.3355,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Оксид вуглецю,1.866111111111111,0.622037037037037,3.0,0.6,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Сульфати,0.007664814814814813,,0.0107,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Фенол,0.0013067901234567905,0.4355967078189302,0.0053,0.53,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Формальдегiд,0.0013888888888888894,0.46296296296296313,0.0045,0.12857142857142856,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Хмельницький,Хлористий водень,0.06875185185185187,0.3437592592592593,0.2874,1.4369999999999998,2024-10-01,2024-10,2024,10,хлористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Амiак,0.039402390438246976,0.9850597609561744,0.09,0.44999999999999996,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Дiоксид азоту,0.03183266932270914,0.7958167330677285,0.11,0.5499999999999999,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Дiоксид сiрки,0.02068159203980097,0.4136318407960194,0.093,0.186,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Завислі речовини,0.11692307692307673,0.7794871794871782,0.4,0.8,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Оксид азоту,0.026279069767441873,0.43798449612403123,0.05,0.125,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Оксид вуглецю,1.4153846153846155,0.47179487179487184,5.0,1.0,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Сiрководень,0.0020318725099601606,,0.006,0.75,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Сульфати,0.011481481481481488,,0.02,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Черкаси,Формальдегiд,0.008961538461538467,2.987179487179489,0.028,0.7999999999999999,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Дiоксид азоту,0.023572131147540993,0.5893032786885248,0.1143,0.5715,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Дiоксид сiрки,0.002318421052631579,0.04636842105263158,0.0195,0.039,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Завислі речовини,0.016993464052287587,0.11328976034858391,0.2,0.4,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Оксид азоту,0.016574883720930227,0.2762480620155038,0.1306,0.32649999999999996,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Оксид вуглецю,0.5363898916967509,0.17879663056558362,1.0,0.2,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Фенол,0.0018373626373626374,0.6124542124542125,0.0115,1.15,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Формальдегiд,0.0022050251256281405,0.7350083752093801,0.0402,1.1485714285714284,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Фтористий водень,0.0004629107981220658,0.09258215962441316,0.0127,0.635,2024-10-01,2024-10,2024,10,фтористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернівці,Хлористий водень,0.09537904761904761,0.47689523809523804,0.3107,1.5534999999999999,2024-10-01,2024-10,2024,10,хлористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернігів,Дiоксид азоту,0.06842407407407408,1.710601851851852,0.1346,0.6729999999999999,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернігів,Дiоксид сiрки,0.03822175925925927,0.7644351851851853,0.0637,0.1274,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернігів,Завислі речовини,0.09512962962962968,0.6341975308641978,0.162,0.324,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Чернігів,Оксид вуглецю,0.4218518518518519,0.14061728395061732,0.95,0.19,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Івано-Франківськ,Дiоксид азоту,0.0415766666666667,1.03941666666667,0.1002,0.501,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Івано-Франківськ,Дiоксид сiрки,0.00351833333333333,0.0703666666666667,0.0277,0.0554,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Івано-Франківськ,Завислі речовини,0.142333333333333,0.948888888888889,0.2,0.4,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Івано-Франківськ,Оксид азоту,0.0285266666666667,0.475444444444444,0.061,0.1525,2024-11-01,2024-11,2024,11,nitrogen_oxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Івано-Франківськ,Оксид вуглецю,1.91666666666667,0.638888888888889,2.9,0.58,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Дiоксид азоту,0.0603050581054688,1.50762645263672,0.1006,0.503,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Дiоксид сiрки,0.0257940151977539,0.515880303955078,0.0608,0.1216,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Завислі речовини,0.0707692483755258,0.471794989170172,0.160000305175781,0.320000610351562,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Оксид вуглецю,0.625384944035457,0.208461648011819,1.15000305175781,0.230000610351562,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Сiрководень,0.00140500067138672,,0.00290000610351563,0.362500762939454,2024-11-01,2024-11,2024,11,сiрководень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Сульфати,0.00673076923076923,,0.02,,2024-11-01,2024-11,2024,11,сульфати,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Ізмаїл,Формальдегiд,0.00157884656465971,0.526282188219902,0.0041,0.117142857142857,2024-11-01,2024-11,2024,11,формальдегiд,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Бровари,Дiоксид азоту,0.0741980769230769,1.85495192307692,0.1513,0.7565,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Бровари,Дiоксид сiрки,0.0385182692307692,0.770365384615384,0.0818,0.1636,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Бровари,Завислі речовини,0.0550384615384616,0.366923076923077,0.072,0.144,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Бровари,Оксид вуглецю,0.575,0.191666666666667,0.7,0.14,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Біла Церква,Дiоксид азоту,0.0883697115384615,2.20924278846154,0.1973,0.9865,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Біла Церква,Дiоксид сiрки,0.0347764423076923,0.695528846153846,0.089,0.178,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Біла Церква,Завислі речовини,0.0638461538461538,0.425641025641025,0.13,0.26,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Біла Церква,Оксид вуглецю,0.940384615384615,0.313461538461538,2.1,0.42,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Амiак,0.00665673076923077,0.166418269230769,0.036,0.18,2024-11-01,2024-11,2024,11,ammonia,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Дiоксид азоту,0.0687620192307692,1.71905048076923,0.2361,1.1805,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Дiоксид сiрки,7.88461538461538e-05,0.00157692307692308,0.0021,0.0042,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Завислі речовини,0.0259615384615385,0.173076923076923,0.5,1.0,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Оксид вуглецю,1.19326923076923,0.39775641025641,3.6,0.72,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Формальдегiд,0.0105721153846154,3.52403846153846,0.0237,0.677142857142857,2024-11-01,2024-11,2024,11,формальдегiд,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Вінниця,Фтористий водень,0.00520865384615385,1.04173076923077,0.0206,1.03,2024-11-01,2024-11,2024,11,фтористий_водень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Амiак,0.0039,0.0975,0.0124,0.062,2024-11-01,2024-11,2024,11,ammonia,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Дiоксид азоту,0.0319951923076923,0.799879807692308,0.0909,0.4545,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Дiоксид сiрки,0.00625961538461539,0.125192307692308,0.015,0.03,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Завислі речовини,0.116538461538462,0.776923076923077,0.26,0.52,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Оксид вуглецю,0.186538461538462,0.0621794871794872,0.3,0.06,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Сажа,0.00390961538461538,0.0781923076923077,0.0152,0.101333333333333,2024-11-01,2024-11,2024,11,soot,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Фенол,0.000738461538461538,0.246153846153846,0.0036,0.36,2024-11-01,2024-11,2024,11,phenol,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Горішні Плавні,Хлористий водень,0.00223333333333333,0.0111666666666667,0.0101,0.0505,2024-11-01,2024-11,2024,11,хлористий_водень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Амiак,0.03345,0.83625,0.06,0.3,2024-11-01,2024-11,2024,11,ammonia,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Дiоксид азоту,0.0659595959595959,1.6489898989899,0.19,0.95,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Дiоксид сiрки,0.0128030303030303,0.256060606060605,0.146,0.292,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Завислі речовини,0.238557692307692,1.59038461538462,0.5,1.0,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Оксид азоту,0.0309473684210526,0.51578947368421,0.06,0.15,2024-11-01,2024-11,2024,11,nitrogen_oxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Оксид вуглецю,2.125,0.708333333333333,7.0,1.4,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Сiрководень,0.00256397306397306,,0.036,4.5,2024-11-01,2024-11,2024,11,сiрководень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Фенол,0.00189333333333333,0.631111111111111,0.01,1.0,2024-11-01,2024-11,2024,11,phenol,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Дніпро,Формальдегiд,0.0115133333333333,3.83777777777777,0.026,0.742857142857143,2024-11-01,2024-11,2024,11,формальдегiд,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Житомир,Дiоксид азоту,0.0987697115384615,2.46924278846154,0.2121,1.0605,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Житомир,Дiоксид сiрки,0.0369331730769231,0.738663461538462,0.0567,0.1134,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Житомир,Завислі речовини,0.0809615384615385,0.53974358974359,0.142,0.284,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Житомир,Оксид вуглецю,0.582115384615385,0.194038461538462,1.2,0.24,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Дiоксид азоту,0.0636125000000001,1.5903125,0.1521,0.7605,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Дiоксид сiрки,0.0063903409090909,0.127806818181818,0.0123,0.0246,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Завислі речовини,0.0837944664031622,0.558629776021081,0.5,1.0,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Оксид азоту,0.0424666666666667,0.707777777777778,0.0729,0.18225,2024-11-01,2024-11,2024,11,nitrogen_oxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Оксид вуглецю,0.468846153846153,0.156282051282051,2.4,0.48,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Сiрководень,0.00319601449275363,,0.0072,0.9,2024-11-01,2024-11,2024,11,сiрководень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Сульфати,0.0126923076923077,,0.02,,2024-11-01,2024-11,2024,11,сульфати,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Фенол,0.005718359375,1.90611979166667,0.0106,1.06,2024-11-01,2024-11,2024,11,phenol,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Формальдегiд,0.005917,1.97233333333333,0.0101,0.288571428571429,2024-11-01,2024-11,2024,11,формальдегiд,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Фтористий водень,0.000116326530612245,0.023265306122449,0.001,0.05,2024-11-01,2024-11,2024,11,фтористий_водень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Запоріжжя,Хлористий водень,0.0395226315789474,0.197613157894737,0.073,0.365,2024-11-01,2024-11,2024,11,хлористий_водень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Амiак,0.042846511627907,1.07116279069767,0.0654,0.327,2024-11-01,2024-11,2024,11,ammonia,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Дiоксид азоту,0.119023939393939,2.97559848484848,0.2522,1.261,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Дiоксид сiрки,0.00615930232558139,0.123186046511628,0.0112,0.0224,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Завислі речовини,0.202218023255814,1.34812015503876,0.5711,1.1422,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Оксид азоту,0.0583861538461539,0.973102564102564,0.0905,0.22625,2024-11-01,2024-11,2024,11,nitrogen_oxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Оксид вуглецю,3.21511627906977,1.07170542635659,5.0,1.0,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Сiрководень,0.00377105263157895,,0.0077,0.9625,2024-11-01,2024-11,2024,11,сiрководень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Фенол,0.00467575757575757,1.55858585858586,0.009,0.9,2024-11-01,2024-11,2024,11,phenol,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Кам'янське,Формальдегiд,0.00852267441860465,2.84089147286822,0.0158,0.451428571428571,2024-11-01,2024-11,2024,11,формальдегiд,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Амiак,0.00781957040572792,0.195489260143198,0.0132,0.066,2024-11-01,2024-11,2024,11,ammonia,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Дiоксид азоту,0.078616040609137,1.96540101522843,0.1973,0.9865,2024-11-01,2024-11,2024,11,nitrogen_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Дiоксид сiрки,0.079937906504065,1.5987581300813,0.1501,0.3002,2024-11-01,2024-11,2024,11,sulfur_dioxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Завислі речовини,0.0714137404580154,0.476091603053436,0.108,0.216,2024-11-01,2024-11,2024,11,suspended_particles,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Оксид вуглецю,1.12232528589581,0.374108428631935,5.22,1.044,2024-11-01,2024-11,2024,11,carbon_monoxide,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Сiрководень,0.001825,,0.0035,0.4375,2024-11-01,2024-11,2024,11,сiрководень,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
Київ,Сульфати,0.0147804878048781,,0.021,,2024-11-01,2024-11,2024,11,сульфати,air_town_november_2024-2.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у листопаді 2024 року
