city,pollutant_name_uk,q_avg_mg_m3,q_avg_gdk_ratio,q_max_mg_m3,q_max_gdk_ratio,observation_month,observation_month_label,observation_year,observation_month_num,pollutant_key,source_file,source_sheet,source_title
Івано-Франківськ,Дiоксид азоту,0.04519117647058823,1.1297794117647058,0.1236,0.618,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Івано-Франківськ,Дiоксид сiрки,0.0037676470588235292,0.07535294117647058,0.0246,0.0492,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Івано-Франківськ,Завислі речовини,0.14764705882352946,0.9843137254901965,0.18,0.36,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Івано-Франківськ,Оксид азоту,0.029680882352941168,0.4946813725490195,0.0768,0.19199999999999998,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Івано-Франківськ,Оксид вуглецю,2.0205882352941176,0.6735294117647058,3.2,0.64,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Дiоксид азоту,0.05920001666729268,1.480000416682317,0.1026,0.5129999999999999,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Дiоксид сiрки,0.024204816436767588,0.48409632873535174,0.0497,0.0994,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Завислі речовини,0.061111116762514434,0.4074074450834296,0.16,0.32,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Оксид вуглецю,0.6431481933593751,0.2143827311197917,1.34,0.268,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Сiрководень,0.0013413462125338043,,0.0029,0.3625,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Сульфати,0.005185185185185187,,0.02,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Ізмаїл,Формальдегiд,0.0012962964658383967,0.4320988219461322,0.0029,0.08285714285714284,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Бровари,Дiоксид азоту,0.07425000000000002,1.8562500000000006,0.1506,0.753,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Бровари,Дiоксид сiрки,0.0375537037037037,0.751074074074074,0.0759,0.1518,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Бровари,Завислі речовини,0.053259259259259256,0.3550617283950617,0.073,0.146,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Бровари,Оксид вуглецю,0.5500000000000003,0.18333333333333343,0.6,0.12,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Біла Церква,Дiоксид азоту,0.0915111111111111,2.2877777777777775,0.1976,0.988,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Біла Церква,Дiоксид сiрки,0.03893472222222223,0.7786944444444446,0.073,0.146,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Біла Церква,Завислі речовини,0.06640740740740739,0.4427160493827159,0.105,0.21,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Біла Церква,Оксид вуглецю,0.8879629629629633,0.2959876543209878,2.0,0.4,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Амiак,0.007613888888888891,0.19034722222222228,0.0456,0.228,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Дiоксид азоту,0.05906296296296297,1.4765740740740743,0.2526,1.263,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Дiоксид сiрки,0.0001064814814814815,0.0021296296296296298,0.0022,0.0044,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Завислі речовини,0.09074074074074072,0.6049382716049382,1.0,2.0,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Оксид вуглецю,1.159259259259259,0.3864197530864197,2.6,0.52,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Формальдегiд,0.008937962962962969,2.9793209876543227,0.0246,0.7028571428571428,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Вінниця,Фтористий водень,0.005171759259259259,1.0343518518518517,0.0234,1.17,2024-10-01,2024-10,2024,10,фтористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Амiак,0.004226470588235295,0.10566176470588237,0.0134,0.067,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Дiоксид азоту,0.014511940298507461,0.3627985074626865,0.0438,0.21899999999999997,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Дiоксид сiрки,0.004437313432835821,0.08874626865671642,0.0098,0.0196,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Завислі речовини,0.11823529411764705,0.788235294117647,0.26,0.52,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Оксид вуглецю,0.2058823529411765,0.06862745098039216,1.1,0.22000000000000003,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Сажа,0.004082352941176471,0.08164705882352942,0.0153,0.102,2024-10-01,2024-10,2024,10,soot,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Фенол,0.00032727272727272726,0.10909090909090909,0.0014,0.13999999999999999,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Горішні Плавні,Хлористий водень,0.001926,0.00963,0.0099,0.0495,2024-10-01,2024-10,2024,10,хлористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Амiак,0.0425961538461538,1.064903846153845,0.09,0.44999999999999996,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Дiоксид азоту,0.07214743589743589,1.8036858974358971,0.18,0.8999999999999999,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Дiоксид сiрки,0.01155608974358971,0.23112179487179418,0.121,0.242,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Завислі речовини,0.3023148148148148,2.0154320987654324,0.8,1.6,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Оксид азоту,0.03663461538461536,0.6105769230769227,0.06,0.15,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Оксид вуглецю,2.3025925925925925,0.7675308641975308,7.0,1.4,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Сiрководень,0.0024086538461538377,,0.039,4.875,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Фенол,0.0023365384615384632,0.7788461538461544,0.013,1.2999999999999998,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Дніпро,Формальдегiд,0.014211538461538425,4.737179487179475,0.029,0.8285714285714285,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Житомир,Дiоксид азоту,0.10170740740740739,2.5426851851851846,0.2234,1.1169999999999998,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Житомир,Дiоксид сiрки,0.03840601851851851,0.7681203703703702,0.221,0.442,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Житомир,Завислі речовини,0.08137962962962961,0.5425308641975307,0.148,0.296,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Житомир,Оксид вуглецю,0.626574074074074,0.20885802469135797,1.3,0.26,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Дiоксид азоту,0.061125668449197874,1.528141711229947,0.1343,0.6715,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Дiоксид сiрки,0.006583689839572192,0.13167379679144384,0.013,0.026,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Завислі речовини,0.10814814814814835,0.7209876543209891,0.6,1.2,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Оксид азоту,0.036113580246913586,0.6018930041152265,0.0676,0.16899999999999998,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Оксид вуглецю,0.5033333333333332,0.16777777777777772,3.8,0.76,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Сiрководень,0.002895501730103804,,0.0058,0.725,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Сульфати,0.012777777777777785,,0.02,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Фенол,0.0059466165413533814,1.9822055137844605,0.0107,1.0699999999999998,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Формальдегiд,0.006445192307692304,2.1483974358974347,0.0116,0.33142857142857135,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Фтористий водень,4.519230769230769e-05,0.009038461538461539,0.0016,0.08,2024-10-01,2024-10,2024,10,фтористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Запоріжжя,Хлористий водень,0.04124807692307694,0.20624038461538471,0.0815,0.4075,2024-10-01,2024-10,2024,10,хлористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Амiак,0.04463472222222221,1.1158680555555551,0.0671,0.3355,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Дiоксид азоту,0.10621706730769234,2.6554266826923083,0.218,1.0899999999999999,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Дiоксид сiрки,0.006556944444444446,0.13113888888888892,0.0152,0.0304,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Завислі речовини,0.25882962962962963,1.7255308641975309,0.8011,1.6022,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Оксид азоту,0.050791346153846145,0.8465224358974358,0.0814,0.2035,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Оксид вуглецю,3.7685185185185186,1.2561728395061729,5.0,1.0,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Сiрководень,0.003957326478149099,,0.0071,0.8875000000000001,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Фенол,0.005494711538461538,1.8315705128205126,0.0172,1.72,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кам'янське,Формальдегiд,0.008749074074074076,2.9163580246913585,0.0159,0.4542857142857143,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Амiак,0.008287443946188336,0.2071860986547084,0.0147,0.0735,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Дiоксид азоту,0.0896,2.2399999999999998,0.4171,2.0855,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Дiоксид сiрки,0.06447550644567217,1.2895101289134432,0.1365,0.273,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Завислі речовини,0.07544413407821249,0.50296089385475,0.145,0.29,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Оксид вуглецю,0.991577669902912,0.3305258899676373,8.04,1.6079999999999999,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Сiрководень,0.0019976923076923093,,0.0035,0.4375,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Сульфати,0.015425925925925935,,0.023,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Фенол,0.0037757225433525956,1.258574181117532,0.0058,0.58,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Формальдегiд,0.0038484924623115447,1.2828308207705148,0.009,0.2571428571428571,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Фтористий водень,0.0009286127167630064,0.18572254335260127,0.0076,0.38,2024-10-01,2024-10,2024,10,фтористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Київ,Хлористий водень,0.07152784552845522,0.35763922764227607,0.1499,0.7494999999999999,2024-10-01,2024-10,2024,10,хлористий_водень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Амiак,0.00554255319148936,0.138563829787234,0.0206,0.103,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Дiоксид азоту,0.037078313253012044,0.9269578313253011,0.1688,0.844,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Дiоксид сiрки,0.008159036144578307,0.16318072289156613,0.0382,0.0764,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Завислі речовини,0.14771844660194192,0.9847896440129461,0.98,1.96,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Оксид азоту,0.025993617021276606,0.4332269503546101,0.0776,0.194,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Оксид вуглецю,0.8188405797101448,0.2729468599033816,4.6,0.9199999999999999,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Сажа,0.013392380952380956,0.2678476190476191,0.0563,0.37533333333333335,2024-10-01,2024-10,2024,10,soot,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Сульфати,0.006808510638297875,,0.01,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Фенол,0.0010757009345794403,0.35856697819314676,0.011,1.0999999999999999,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кременчук,Формальдегiд,0.006732307692307689,2.244102564102563,0.0309,0.8828571428571428,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Амiак,0.009839999999999882,0.24599999999999705,0.03,0.15,2024-10-01,2024-10,2024,10,ammonia,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Дiоксид азоту,0.030582822085889427,0.7645705521472357,0.14,0.7000000000000001,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Дiоксид сiрки,0.026349693251533714,0.5269938650306742,0.057,0.114,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Завислі речовини,0.2838461538461539,1.892307692307693,1.1,2.2,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Оксид азоту,0.01702702702702704,0.283783783783784,0.03,0.075,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Оксид вуглецю,1.25,0.4166666666666667,5.0,1.0,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Сiрководень,0.0009769230769230775,,0.002,0.25,2024-10-01,2024-10,2024,10,сiрководень,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Фенол,0.0018800000000000015,0.6266666666666671,0.007,0.7,2024-10-01,2024-10,2024,10,phenol,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кривий Ріг,Формальдегiд,0.012607999999999968,4.202666666666656,0.03,0.857142857142857,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Дiоксид азоту,0.029709935897435882,0.742748397435897,0.0724,0.362,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Дiоксид сiрки,0.019842307692307704,0.39684615384615407,0.064,0.128,2024-10-01,2024-10,2024,10,sulfur_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Завислі речовини,0.2969135802469136,1.9794238683127574,0.6,1.2,2024-10-01,2024-10,2024,10,suspended_particles,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Оксид азоту,0.018088461538461536,0.3014743589743589,0.0407,0.10175,2024-10-01,2024-10,2024,10,nitrogen_oxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Оксид вуглецю,3.2098765432098766,1.0699588477366255,7.0,1.4,2024-10-01,2024-10,2024,10,carbon_monoxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Сажа,0.034938271604938224,0.6987654320987644,0.18,1.2,2024-10-01,2024-10,2024,10,soot,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Сульфати,0.005185185185185186,,0.02,,2024-10-01,2024-10,2024,10,сульфати,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Кропивницький,Формальдегiд,0.005243209876543209,1.747736625514403,0.0209,0.5971428571428571,2024-10-01,2024-10,2024,10,формальдегiд,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
Луцьк,Дiоксид азоту,0.08026018518518517,2.0065046296296294,0.2352,1.176,2024-10-01,2024-10,2024,10,nitrogen_dioxide,air_town_november_2024.xlsx,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у жовтні 2024 року
